run_id_1,run_id_2,n_common,ari,nmi,variation_of_information,coassignment_jaccard,imputation_1,scaling_1,reduction_1,clustering_1,seed_1,imputation_2,scaling_2,reduction_2,clustering_2,seed_2,same_imputation,same_scaling,same_reduction,same_clustering,same_seed
1,2,1286,0.38664358745217026,0.271294246256387,0.705281126458754,0.7817953897068738,missforest_like,robust,none,kmeans,1,knn,zscore,ica,gmm,3,False,False,False,False,False
1,3,1286,0.006549984651844373,0.0006132141706683536,1.2539578866627394,0.5181827942146352,missforest_like,robust,none,kmeans,1,median,quantile,pca90,consensus,2,False,False,False,False,False
1,4,885,-0.06155063260188541,0.02397721989179236,1.0602563507374725,0.5964610909704072,missforest_like,robust,none,kmeans,1,complete_case,robust,pca80,hierarchical,4,False,True,False,False,False
1,5,1286,0.009054542717324674,0.0008189777174223626,1.2210440276605787,0.5378137112727523,missforest_like,robust,none,kmeans,1,missforest_like,zscore,pca70,consensus,4,True,False,False,False,False
1,6,1286,0.00812369603248224,0.0006265399680777438,1.2138185841207971,0.5416985794408244,missforest_like,robust,none,kmeans,1,median,zscore,pca80,kmeans,0,False,False,False,True,False
1,7,885,0.062366165340721556,0.09557788562693835,1.2087999228427384,0.5028271427859402,missforest_like,robust,none,kmeans,1,complete_case,robust,none,gmm,3,False,True,True,False,False
1,8,1286,0.013071703892824565,0.0039435627343084355,1.285676136108181,0.49952936372286777,missforest_like,robust,none,kmeans,1,mice,quantile,ica,consensus,1,False,False,False,False,True
1,9,1286,-0.03238300567496654,0.008555193287981683,1.1483359625331369,0.5592558682375668,missforest_like,robust,none,kmeans,1,knn,zscore,pca90,hierarchical,2,False,False,False,False,False
1,10,1286,-0.06064543166360155,0.01956834993306748,0.696564349054589,0.7648483382977398,missforest_like,robust,none,kmeans,1,mice,quantile,pca90,gmm,4,False,False,False,False,False
1,11,1286,0.9285379631872762,0.8573356955696246,0.09102461244092419,0.9845058745020323,missforest_like,robust,none,kmeans,1,median,robust,ica,kmeans,3,False,True,False,True,False
1,12,1286,0.01090711851680329,0.001091455943360688,1.2123031603247558,0.5432261223490529,missforest_like,robust,none,kmeans,1,missforest_like,quantile,none,gmm,2,True,False,True,False,False
1,13,1286,0.9315197363099971,0.8415286030232474,0.1050873017531283,0.9844102043778392,missforest_like,robust,none,kmeans,1,knn,robust,pca80,consensus,1,False,True,False,False,True
1,14,885,-0.055750485455800664,0.018101254838345848,1.0622464786723185,0.6005326372134109,missforest_like,robust,none,kmeans,1,complete_case,robust,pca70,kmeans,0,False,True,False,True,False
1,16,1286,0.007154474345997626,0.00051052192645294,1.2186538546442778,0.5387003770237303,missforest_like,robust,none,kmeans,1,mice,zscore,pca70,kmeans,3,False,False,False,True,False
1,17,1286,0.008117361995680864,0.0004007997718786273,1.1408235909208129,0.5820024173134374,missforest_like,robust,none,kmeans,1,median,quantile,none,hierarchical,4,False,False,True,False,False
1,18,885,0.3462308266914987,0.22900002829257918,0.7937430652303936,0.7513641956973734,missforest_like,robust,none,kmeans,1,complete_case,zscore,pca80,gmm,2,False,False,False,False,False
1,19,1286,0.20601458271299633,0.1983410265142253,0.9422958257369171,0.6346588320611397,missforest_like,robust,none,kmeans,1,knn,robust,pca90,gmm,0,False,True,False,False,False
1,20,1286,0.007754832230691781,0.00110852263254946,1.2730966103923806,0.5070973029736444,missforest_like,robust,none,kmeans,1,missforest_like,quantile,pca80,consensus,0,True,False,False,False,False
1,21,885,0.03515347381660214,0.005346020021358471,1.1265375266205278,0.6033043150149584,missforest_like,robust,none,kmeans,1,complete_case,quantile,ica,hierarchical,2,False,False,False,False,False
1,22,1286,0.006135952502556959,0.00035844188694826037,1.2112773997528938,0.5426076812771734,missforest_like,robust,none,kmeans,1,median,zscore,none,consensus,3,False,False,True,False,False
1,23,1286,0.0024296067554651344,9.592796627512688e-05,1.2553655513608497,0.5162267389075251,missforest_like,robust,none,kmeans,1,knn,quantile,pca90,kmeans,1,False,False,False,True,True
1,24,1286,0.09493858450370621,0.053262644556501086,1.134994533352738,0.5816309440811382,missforest_like,robust,none,kmeans,1,mice,robust,none,consensus,4,False,True,True,False,False
1,25,1286,0.8874160107856917,0.7847197511655609,0.13527095547658669,0.9761493398477994,missforest_like,robust,none,kmeans,1,missforest_like,robust,pca70,hierarchical,2,True,True,False,False,False
1,26,1286,0.13799764463665107,0.12138784026274145,1.071271002536065,0.5869376036849397,missforest_like,robust,none,kmeans,1,median,zscore,pca90,gmm,1,False,False,False,False,True
1,27,885,0.0002018447183413879,3.464883827472851e-06,1.288904515780064,0.5063697290729244,missforest_like,robust,none,kmeans,1,complete_case,zscore,ica,kmeans,4,False,False,False,True,False
1,28,1286,0.0013959149976783916,3.802798648852329e-05,1.2613674001351303,0.5123937175021746,missforest_like,robust,none,kmeans,1,knn,quantile,pca70,consensus,3,False,False,False,False,False
1,29,1286,0.09431134705039612,0.05297479407794787,1.1363007033078192,0.5808638529346852,missforest_like,robust,none,kmeans,1,mice,robust,pca80,kmeans,2,False,True,False,True,False
1,30,1286,-0.061123956783358094,0.019843380071997183,0.701929971548076,0.7625114362179679,missforest_like,robust,none,kmeans,1,median,quantile,ica,gmm,0,False,False,False,False,False
1,32,885,0.04974924361237829,0.05970474790721839,1.2545758585430737,0.49915572232645405,missforest_like,robust,none,kmeans,1,complete_case,zscore,none,hierarchical,0,False,False,True,False,False
1,33,1286,0.1043170161738272,0.13861111625526817,1.1000717484419826,0.5426954435443649,missforest_like,robust,none,kmeans,1,median,robust,pca70,gmm,4,False,True,False,False,False
1,34,885,0.008167680504940057,0.0015902393676181378,1.3141522988555554,0.4934924462244745,missforest_like,robust,none,kmeans,1,complete_case,quantile,pca80,kmeans,3,False,False,False,True,False
1,35,1286,0.9393945843511676,0.8563203216447275,0.09571901174451758,0.9861089598839152,missforest_like,robust,none,kmeans,1,missforest_like,robust,pca90,consensus,3,True,True,False,False,False
1,36,1286,0.005391724920012396,0.0002886736850966505,1.2151763083927032,0.5401910011896179,missforest_like,robust,none,kmeans,1,mice,zscore,pca90,consensus,0,False,False,False,False,False
1,37,885,0.018644295115681265,0.0028059956418633454,1.233385263230968,0.5424718223745394,missforest_like,robust,none,kmeans,1,complete_case,quantile,pca70,gmm,1,False,False,False,False,True
